Site_ID,Site_Type,Site_Name,State,Latitude,Longitude,Lat_Long_Datum,Lat_Long_Source,Elevation_in_Meters,Elevation_Source,Degree_of_Development_Surrounding_Site,Landscape_Description,Proximity_to_Road,Proximity_to_Permanent_Water,Area_of_Site,Type_of_Forest_at_Site,Presence_of_Slope,Location_Relative_to_Slope,Slope_Aspect,Presence_of_Domesticated_Cats,Presence_of_Domesticated_Dogs,Presence_of_Domesticated_Animals,Presence_of_Garden,Presence_of_Bird_Feeder,Presence_of_Nesting_Box,Presence_of_Fruit,Presence_of_Birdbath,Presence_of_Other_Features_Designed_to_Attract_Animals,Site_Comments,Site_Registration_Date,num_individuals,num_records,group_name,
"504","Personal","PPN_9290014","NM","35.737690","-106.069695","WGS84","Google Maps","1992","Auto-USGS-WebService","Wildlands or semi-wildlands","Shrubland, shrub thicket or shrubby field (with few tall trees)","0.25 mi","","","Mostly evergreen trees (for example, pine or live oak)","Yes, and the site is...","On the top of the slope or on a ridge","West","","1","","1","1","1","","1","watered vegetation in middle of desert","Plant Phenology Network station PPN_9290014","","11","5",""
"507","Personal","PPN_9309904","NY","42.335072","-79.608025","WGS84","Google Maps","185","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9309904","","8","328",""
"515","Personal","PPN_9309913","NY","42.753502","-76.392097","WGS84","User","366","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9309913","","1","2",""
"522","Personal","PPN_9310003","NC","35.546001","-82.343002","WGS84","User","818","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9310003","","5","13",""
"523","Personal","PPN_9310004","NC","35.216560","-80.757233","WGS84","User","234","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9310004","","3","15",""
"535","Personal","PPN_9330002","OH","39.321999","-82.100998","WGS84","User","193","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9330002","","1","4",""
"543","Personal","PPN_9339904","OH","39.946083","-83.817841","WGS84","User","310","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339904","","1","2",""
"545","Personal","PPN_9339906","OH","40.272812","-81.861771","WGS84","User","236","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339906","","1","50",""
"548","Personal","PPN_9339911","OH","41.481407","-81.144981","WGS84","User","391","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339911","","2","23",""
"549","Personal","PPN_9339912","OH","39.679810","-83.931152","WGS84","Google Maps","278","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","20 ft","","600 ft2","Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...","","","","","","","","","","","","Plant Phenology Network station PPN_9339912","","18","18",""
"550","Personal","PPN_9339913","OH","41.057274","-83.688583","WGS84","User","232","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339913","","1","2",""
"551","Personal","PPN_9339915","OH","40.059998","-82.371414","WGS84","User","250","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339915","","1","2",""
"553","Personal","PPN_9339918","OH","39.717400","-83.292900","WGS84","User","278","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339918","","1","7",""
"554","Personal","PPN_9339919","OH","39.051201","-82.995781","WGS84","User","176","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339919","","1","4",""
"556","Personal","PPN_9339921","OH","40.776039","-82.564621","WGS84","User","394","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339921","","1","12",""
"557","Personal","PPN_9339922","OH","39.346977","-82.993546","WGS84","Google Maps","193","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339922","","1","53",""
"558","Personal","PPN_9339923","OH","40.781387","-81.502983","WGS84","User","323","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339923","","1","10",""
"560","Personal","PPN_9339927","OH","41.329971","-80.741478","WGS84","User","278","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339927","","1","12",""
"561","Personal","PPN_9339930","OH","41.617001","-81.300003","WGS84","User","294","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339930","","1","5",""
"562","Personal","PPN_9339931","OH","39.978970","-82.411385","WGS84","User","306","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339931","","1","2",""
"566","Personal","PPN_9339940","OH","40.877701","-83.885300","WGS84","User","253","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339940","","1","5",""
"567","Group","PPN_9339941","OH","40.302898","-83.060204","WGS84","","272","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","200 ft","500 ft","900 ft2","","","","","","","","1","","","","","","Plant Phenology Network station PPN_9339941","","30","1190","Ohio Wesleyan University"
"575","Personal","PPN_9339949","OH","39.145248","-84.513054","WGS84","User","190","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Mostly deciduous trees (for example, maple or larch)","","At the bottom of the slope or in a valley between slopes","Southeast","","","","","","","","","","Plant Phenology Network station PPN_9339949","","2","50",""
"579","Personal","PPN_9340005","OK","35.684891","-98.474258","WGS84","User","529","Auto-USGS-WebService","Rural","Other (please describe in the comments section)","","","","Other (please describe in the comments section)","","In the middle of the slope","South","","","","","","","","","","Plant Phenology Network station PPN_9340005The photo shows how the relatively flat house site was cleared just within the edge of a mixed oak-eastern red cedar forest, above and on the north side of a south-sloping mixed-grass prairie (formerly wheat fields, roughly 1920-1960).  Unfortunately, the photo also shows a travel trailer that is no longer there.  The two lilacs (nicknamed east and west) are planted about halfway between the north side of the house and the edge of the woods.  ","","2","48",""
"586","Personal","PPN_9350008","OR","44.750401","-122.935898","WGS84","User","94","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9350008","","1","1",""
"596","Personal","PPN_9360015","PA","40.255859","-75.414017","WGS84","User","100","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","100 ft","2 mi","2.2 ac","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","","","","1","1","1","","1","","Plant Phenology Network station PPN_9360015","","5","10",""
"598","Personal","PPN_9360019","PA","40.578259","-80.019958","WGS84","User","354","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_9360019","","7","4",""
"605","Personal","PPN_9390005","SD","42.768101","-96.837402","WGS84","User","346","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9390005","","2","60",""
"606","Personal","PPN_9390006","SD","44.070000","-103.324402","WGS84","User","1118","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9390006","","4","274",""
"613","Personal","PPN_9400009","TN","36.080002","-86.833000","WGS84","User","218","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9400009","","8","160",""
"627","Personal","PPN_9420002","UT","41.751301","-111.791603","WGS84","","1463","","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","","In the middle of the slope","East","","","","","","","","","","Plant Phenology Network station PPN_9420002","","2","169",""
"628","Personal","PPN_9420005","UT","41.909500","-111.817902","WGS84","User","1391","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9420005","","1","2",""
"637","Personal","Frizzle Mountain","VT","44.340950","-72.461220","WGS84","","518","User","Wildlands or semi-wildlands","Forest or woodland","","","","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_9430004. This site is within 200 meters of my backdoor. The clearing was once a grassy lawn, but it hasn't been mowed in over 10 years. Most trees are 4-8' dbh, with a few large (24+'dbh) white pines scattered about. An underground stream runs through a depression in the middle of the site. The quaking aspen is at the far end of the site, on the edge of an open (unmowed) field.","","88","8641",""
"644","Personal","PPN_9440008","VA","37.325260","-79.055511","WGS84","Google Maps","274","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9440008","","3","40",""
"655","Personal","PPN_9450006","WA","47.669998","-122.286530","WGS84","","13","User","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","Yes, and the site is...","In the middle of the slope","East","","","","","","","","","","Plant Phenology Network station PPN_9450006","","9","357",""
"659","Personal","PPN_9460002","WV","40.191002","-80.553001","WGS84","User","279","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9460002","","1","4",""
"663","Personal","PPN_9470008","WI","45.822300","-91.876297","WGS84","User","329","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9470008","","2","6",""
"664","Personal","43.104829 longitude, 90.042336 latitude, 1023 elevation","WI","43.104828","-90.042336","WGS84","Google Maps","310","Auto-USGS-WebService","Wildlands or semi-wildlands","Other (please describe in comments box)","1 mi","2 mi","38 ac","Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...","On the top of the slope or on a ridge","Northwest","","","none","1","","1","","1","","Trees, shrubs, prairie and open fields","","74","149",""
"665","Personal","PPN_9470011","WI","43.500000","-90.500000","WGS84","User","350","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9470011","","1","5",""
"675","Personal","PPN_9470026","WI","45.511860","-88.758911","WGS84","Google Maps","517","Auto-USGS-WebService","Wildlands or semi-wildlands","Forest or woodland","","","","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_9470026","","1","2",""
"678","Personal","PPN_9470029","WI","45.177551","-89.848251","WGS84","User","432","Auto-USGS-WebService","Rural","","100 yd","150 yd","6 ac","","","","","","","","1","","","","","","Plant Phenology Network station PPN_9470029","","11","1620",""
"679","Personal","PPN_9470030","WI","44.130402","-89.590500","WGS84","","324","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9470030","","2","55",""
"680","Personal","PPN_9480002","WY","42.869232","-106.310890","WGS84","","1598","Auto-USGS-WebService","Rural","Other (please describe in comments box)","100 yd","1 mi","7.5 ac","","Yes, and the site is...","In the middle of the slope","South","1","1","chickens","1","","","","1","","Plant Phenology Network station PPN_9480002Station is located in a south-facing dormant sand dune...overlooking the North Platte river. The residence yard is irrigated with the usual lawn, shrubs and trees.  Antelope and deer are common, coyotes and fox, and many raptors along with the expected bird species.Precip averages 12 inches/yr...much during spring and autumn snow.","","15","219",""
"681","Personal","PPN_9480003","WY","41.296783","-105.574600","WGS84","Google Maps","2196","User","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","","","","1","1","","","1","","Plant Phenology Network station PPN_9480003 at an elevation of 7211 feet.","","8","1528",""
"684","Personal","PPN_9500001","AK","60.171356","-149.391190","WGS84","Google Maps","44","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9500001","","4","1123",""
"688","Personal","PPN_9210007","MN","44.013000","-96.324997","WGS84","User","508","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9210007","","2","110",""
"689","Personal","PPN_9330050","OH","40.779999","-81.930000","WGS84","User","317","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9330050","","1","5",""
"690","Personal","PPN_9339909","OH","41.420227","-82.634644","WGS84","User","179","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339909","","1","5",""
"691","Personal","PPN_9339936","OH","41.434628","-82.044830","WGS84","User","211","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339936","","1","4",""
"694","Personal","PPN_9050028","CO","39.720402","-104.917397","WGS84","User","1643","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9050028","","1","3",""
"695","Personal","PPN_212881","WI","45.209999","-92.550003","WGS84","User","291","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_212881","","1","5",""
"696","Personal","PPN_9339914","OH","41.374802","-82.555397","WGS84","User","173","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339914","","1","5",""
"697","Personal","PPN_9339928","OH","40.778652","-81.930779","WGS84","User","317","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339928","","2","2",""
"698","Personal","PPN_9339937","OH","41.374580","-82.471855","WGS84","User","186","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9339937","","1","4",""
"700","Personal","PPN_355681","OR","45.207802","-122.531601","WGS84","User","176","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_355681","","1","5",""
"702","Personal","PPN_9480001","WY","44.839298","-106.840080","WGS84","User","1145","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9480001","","2","13",""
"703","Personal","PPN_9050020","CO","37.576965","-106.100365","WGS84","","2335","User","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Plant Phenology Network station PPN_9050020","","3","548",""
"704","Personal","PPN_9239906","MO","38.744438","-92.199997","WGS84","User","237","","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_9239906","","1","4",""
"705","Personal","PPN_116344","IL","40.060001","-87.570000","WGS84","User","209","Other","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_116344. Latitude, Longitude and Elevation obtained from NOAA..","","2","10",""
"707","Personal","PPN_244241","MT","46.991142","-112.012077","WGS84","User","1073","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_244241","","6","239",""
"708","Group","home, Site #102676","ID","43.721680","-111.103851","WGS84","","1865","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","Plant Phenology Network station PPN_102676","","27","381","Manual Entry"
"712","Personal","Chicamuxen 1","MD","38.531399","-77.234200","WGS84","Google Maps","20","Google Earth","","","","","","","","","","","","","","","","","","","Milstead Rd lowland","","6","580",""
"714","Personal","Frog Hill","VA","38.793007","-78.026627","WGS84","Google Maps","165","Google Earth","","","","","","","","","","","","","","","","","","","","","4","286",""
"717","Personal","Honeysuckle Hollow-open, full sun","VA","37.545090","-75.927589","WGS84","UCAR","1","USGS","","","","","","","","","","","","","","","","","","","site periodically flooded during heavy rains","","7","20",""
"719","Personal","Chicamuxen 3","MD","38.528801","-77.231903","WGS84","Google Earth","34","Google Earth","","","","","","","","","","","","","","","","","","","Upland along Milstead Rd next to route 224","","6","288",""
"720","Personal","Chicamuxen 2","MD","38.530819","-77.234512","WGS84","Google Earth","25","Google Earth","","","","","","","","","","","","","","","","","","","Upland near house","","5","209",""
"721","Personal","Washington State University Dryland Research Station","WA","47.001858","-118.566689","WGS84","GPS","493","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","6","96",""
"726","Personal","SE front lawn","WA","48.819775","-122.609993","WGS84","Google Maps","3","Auto-USGS-WebService","Other (please describe in comments box)","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","20 ft","100 ft","1 ac","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","1","","","1","","","","1","","Area a mix of agriculture, restored stream, and  a few houses. The black cottonwood  where they nest is what I observe as I drive by daily.","","3","69",""
"727","Personal","The Oasis","IL","40.060001","-87.570000","WGS84","Other","209","Other","","","","","","","","","","","","","","","","","","","3/4 acre certified wildlife habitat by National Wildlife Federation","","2","45",""
"729","Personal","Home","AZ","32.180084","-111.096458","","Google Maps","788","User","Other (please describe in comments box)","Shrubland, shrub thicket or shrubby field (with few tall trees)","","","","Mostly evergreen trees (for example, pine or live oak)","No, the surrounding terrain is relatively flat","At the bottom of the slope or in a valley between slopes","Southwest","","","","","","","","","","no comments","","9","25",""
"733","Personal","Yard in Tucson","AZ","32.259045","-110.885773","","","745","Auto-USGS-WebService","","","","","","","","","","","","","1","","","","","","","","2","35",""
"734","Personal","Back Yard","PA","41.012054","-75.348251","","","342","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","2","20",""
"737","Personal","Home","AZ","32.270870","-111.069885","","","751","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","2","20",""
"738","Personal","Home","IN","41.490234","-87.028999","","","247","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","5","29",""
"742","Personal","home","AZ","32.157238","-111.085220","","","776","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","6","229",""
"744","Personal","KAHfrontyard","CO","37.282257","-107.857346","","","2080","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","30",""
"750","Personal","Home","AR","34.508202","-93.258774","","","153","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","300",""
"753","Personal","home","VA","37.204315","-80.485939","","","608","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","14","79",""
"754","Personal","My Place","IA","42.199036","-91.654839","","","283","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","10","1479",""
"762","Personal","Home","GA","34.777321","-84.990974","","","293","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","10",""
"764","Personal","Del Ray, Alexandria","MA","42.341133","-71.147636","","","38","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","5",""
"770","Personal","front yard","MD","39.289310","-76.712364","","","130","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","2","120",""
"771","Personal","Aton Forest Headquarters","CT","42.026855","-73.136116","","","445","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","34","57",""
"777","Personal","Home","CO","39.719887","-104.917572","","","1645","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","6","469",""
"790","Personal","Home","NH","43.269737","-71.330513","","","215","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","5","70",""
"792","Personal","home","MA","42.574680","-71.786575","","","146","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","52",""
"797","Personal","Home","IL","38.454346","-90.096405","","","189","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","13","25",""
"805","Personal","Home","MA","41.631477","-70.900856","","","6","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","5","5",""
"812","Personal","home","NJ","40.310432","-74.728661","","","5","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","5",""
"814","Personal","my land","TN","35.679550","-86.939308","","","221","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","5","139",""
"817","Personal","home","NC","35.706066","-78.787651","","","132","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","No, the surrounding terrain is relatively flat","","","","","","","","","","","","","","3","10",""
"824","Personal","home","CO","39.067238","-108.641747","","","1446","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","","At the bottom of the slope or in a valley between slopes","West","","","","","","","","","","This is my new home.  The front yard is xeriscaped with pinon pines, grasses, yuccas, and cacti.  The backyard is a traditional bluegrass and shrub area with one ash tree.  I will be starting a vegetable garden this spring. We are located about 1.5 mi. east of the Colorado National Monument.","","1","55",""
"827","Personal","backyard","IL","41.735676","-88.138901","","","215","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","20",""
"828","Personal","Home","KY","38.243015","-85.708923","","","156","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","100 ft","2000 ft","","Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...","At the bottom of the slope or in a valley between slopes","North","","","","1","","","","","","Parking lot and partially landscaped apartments","","11","130",""
"829","Personal","front yard","IL","41.735676","-88.138901","","","215","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","10",""
"831","Personal","home yard","CA","37.479973","-122.247795","","","13","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","25",""
"833","Personal","home","NV","39.405106","-119.788521","","","1519","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","1","5",""
"836","Personal","home","CA","33.874214","-117.930702","","","47","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","2","10",""
"841","Personal","My Yard","MA","42.152447","-71.663338","","","120","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","49",""
"844","Personal","Home","CO","39.864285","-105.100296","","","1668","User","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","No, the surrounding terrain is relatively flat","","","","","","","","","","","","","","2","95",""
"845","Personal","back yard","CA","37.654285","-120.992653","","","28","Auto-USGS-WebService","Suburban","Agricultural field, cropland or pasture","","","","","No, the surrounding terrain is relatively flat","","","","","","","","","","","","","","2","20",""
"847","Personal","my back yard","IL","41.869896","-87.798981","","","189","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","722",""
"850","Personal","back yard","CT","41.712101","-72.525520","","","113","Auto-USGS-WebService","Rural","Agricultural field, cropland or pasture","50 ft","150 ft","1500 ft2","","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Pond","","6","36",""
"857","Personal","Front Yard","MD","39.695019","-75.907845","","","122","Auto-USGS-WebService","Rural","Forest or woodland","","","","Mostly deciduous trees (for example, maple or larch)","","In the middle of the slope","North","","","","","","","","","","The front yard is situated in the middle of a small woodland consisting of mixed beech, oak, hickory and tulip poplars. The slope is gradual but forms a noticeable swale behind the house as you move from south to north, about a 25-foot drop. The ground is quite acidic with moss, and the sunniest areas get only about 4 hours of sun in midsummer. The area outside the woods is small suburban development surrounded by farmland.","","6","40",""
"858","Personal","banner mountain","CA","39.249207","-120.953903","","","1116","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","450",""
"859","Personal","my backyard","OH","40.033520","-83.009918","","","255","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","A mixture of evergreen and deciduous trees","","In the middle of the slope","West","","","","","","","","","","","","6","100",""
"865","Personal","my yard","NV","39.123459","-119.740456","","","1452","Auto-USGS-WebService","Suburban","Other (please describe in the comments section)","","","","","","In the middle of the slope","West","","","","","","","","","","yard with trees, bushes, grass, and vegetable garden","","8","242",""
"866","Personal","Harriton Park","PA","40.033203","-75.310753","","","93","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","6","55",""
"867","Personal","Heron Valley Farm","PA","39.859409","-76.658180","","","163","Auto-USGS-WebService","Rural","Forest or woodland","","","","Mostly deciduous trees (for example, maple or larch)","","At the bottom of the slope or in a valley between slopes","Northwest","","","","","","","","","","","","5","66",""
"870","Personal","home","MD","39.230633","-76.832886","","","131","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","","At the bottom of the slope or in a valley between slopes","Southwest","","","","","","","","","","","","1","136",""
"872","Personal","Home","CO","40.522957","-107.548576","","","1897","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","5",""
"874","Personal","Meisner Residence","NC","35.922112","-79.015564","","","77","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","3","10",""
"878","Personal","my back and front yards","IN","41.597931","-87.063187","","","197","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","6","719",""
"896","Personal","grass yard","NY","42.921383","-76.565910","","","219","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","No, the surrounding terrain is relatively flat","","South","","","","","","","","","","","","7","187",""
"903","Personal","My front yard","IL","41.869549","-87.790382","","","190","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Other (please describe in the comments section)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Area is on the south east corner of a house. Shade from deciduous trees exists until about 10AM. In shade of house form about 3PM","","2","1992",""
"906","Personal","yard","IL","38.804558","-89.944405","","","165","Auto-USGS-WebService","Suburban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","Other (please describe in the comments section)","","On the top of the slope or on a ridge","Northwest","","","","","","","","","","The trees in and around our yard are deciduous with leaves but there are no maples and birches.  We have Oaks (white, red, overcup and shingle), Persimmon, Black Walnut, Hickory, Redbud, Tuliptree, and - believe it or not - Chestnut.","","5","1478",""
"914","Personal","home","KS","37.966557","-97.189423","","","432","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","No, the surrounding terrain is relatively flat","","","","","","","","","","","","","","4","18",""
"918","Personal","my front yard","SC","34.913982","-80.931290","","","198","Auto-USGS-WebService","Rural","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","","","","","","At the bottom of the slope or in a valley between slopes","East","","","","","","","","","","","","1","130",""
"922","Personal","my back yard & birdfeeders","CA","37.732613","-122.436539","","","72","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","30 ft","2 mi","500 ft2","","","In the middle of the slope","Southeast","","","","","","","","","","Tiny urban backyard with a few small trees (maple, flowering cherry, Rangpur lime) and scruffy groundcover.  No real grass, just random weeds and ivy.  Couple of birdfeeders at the window.","","10","55",""
"923","Personal","front planter box","CA","37.732613","-122.436539","","","73","Auto-USGS-WebService","Urban","Pavement (such as asphalt, concrete, brick)","10 ft","2 mi","15 ft2","","","In the middle of the slope","Southeast","","","","","","","","","","Well, nothing in my back yard is on the list of desired species, but I have some California poppies that self-seed in my front planter box, so if it isn't too lame for you I'm game to report on them.","","3","98",""
"925","Personal","Home","PA","40.601776","-75.523537","","","109","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","2","8",""
"940","Personal","Home","CA","34.091167","-118.047043","","","96","Auto-USGS-WebService","Urban","Pavement (such as asphalt, concrete, brick)","","","","","No, the surrounding terrain is relatively flat","","","","","","","","","","","","","","7","407",""
"943","Personal","morning dog walk","MA","42.453030","-73.261932","WGS84","Google Maps","301","Auto-USGS-WebService","Urban","Landscaped area (such as vegetable or flower garden, lawn, arboretum)","10 ft","50 ft","2 ac","Mostly deciduous trees (for example, maple or larch)","Yes, and the site is...","At the bottom of the slope or in a valley between slopes","East","1","1","","1","","","","1","","","","4","30",""
"947","Personal","my side yard","SC","34.914013","-80.931053","","","196","Auto-USGS-WebService","","","","","","","","","","","","","","","","","","","","","2","208",""
"949","Personal","home","OH","39.816456","-83.858879","","","309","Auto-USGS-WebService","Rural","Forest or woodland","","","","Mostly deciduous trees (for example, maple or larch)","No, the surrounding terrain is relatively flat","","","","","","","","","","","","Birch Creek runs through the site.","","18","402",""
"950","Personal","Crosby Sanctuary-Duval Audubon","FL","30.178402","-81.757507","","","2","Auto-USGS-WebService","Suburban","Forest or woodland","","","","A mixture of evergreen and deciduous trees","","At the bottom of the slope or in a valley between slopes","Northwest","","","","","","","","","","Site sits at bottom of large seepage slope that is mostly residential development/homes.  Site is made up of two areas; a more open front entrance area 8-acres, and a bottomland swamp area 380 acres.","","4","338",""
