UID,Gratton_ID,Site_ID,DateAB,Date_,DOY,YEAR,County,Latitude,Longitude,Growth_Sta,Aphids_cou,Percentage,Ave_Aphids,UTMX,UTMY,MNN,DFF,ROI,SOS,ROD,EOS,MESS,RSQ,LGS,MID,GRN,pet_Ave,petDOY,petcumDOY,ndv_Ave,ndvDOY,ndvcumDOY,gddDOY,gddSEAS,gddMAX,gddSOS,gddROI,gddRSQ
421,2004139A,1432004A,A,8/11/2004 0:00,224,2004,La Crosse,43.84948,-91.13799,R2,0,0,0,167390.8449,4863483.227,1730.660605,7303.067422,0.045732134,116.4387796,-0.025845681,308.7092035,2,0.896375246,192.2704239,212.5739916,4516.864014,256.3442029,421.6666667,8180.333333,5383.721247,8673.594595,147631.4206,938.1156684,792.3537054,1476.099633,205.2540258,0.031315256,0.998897242
422,2004140A,1442004A,A,8/11/2004 0:00,224,2004,La Crosse,43.96813,-91.21062,R2,64.15,100,64.15,162225.3811,4876957.781,1481.102834,7221.862852,0.040728497,114.9742516,-0.029313708,315.1754159,2,0.885886528,200.2011643,215.0748337,4351.482843,253.4613527,409.1111111,8428.666667,5266.636413,8605.891892,142024.1939,921.0045573,792.5811262,1447.524326,205.2233037,0.031396332,0.998889971
423,2004141A,1452004A,A,8/11/2004 0:00,224,2004,La Crosse,43.93989,-90.97595,R2,0,0,0,180900.3369,4872885.61,1192.653335,12945.31805,0.022990081,164.0233028,-0.023431786,276.9612145,2,0.876524538,112.9379116,220.4922586,7068.985694,253.4589372,416.4444444,8382.111111,4970.727903,8681.675676,132270.5916,859.7061632,802.0315772,1348.999081,205.4927225,0.031771016,0.998908793
427,2004145A,1492004A,A,7/22/2004 0:00,204,2004,Lafayette,42.74368,-90.12183,R3,0.7,20,3.5,244479.5019,4737078.668,928.6663763,8042.976768,0.03519119,103.6096216,-0.021411361,316.6745052,2,0.904487856,213.0648837,210.1420634,4485.821572,253.263285,444.4444444,7128.333333,5262.03413,7887.135135,120384.7574,772.6021593,797.1206985,1483.180457,202.1888496,0.031378677,0.998984966
428,2004146A,1502004A,A,7/26/2004 0:00,208,2004,Lafayette,42.7296,-89.85762,R4,0,0,0,266053.5114,4734748.382,1287.579459,8058.119933,0.03931956,110.8445172,-0.02317157,302.7399012,2,0.924532481,191.895384,206.7922092,4672.849696,251.9371981,451.6666667,7405.444444,5283.774978,8311.297297,131987.5227,809.9697266,778.6038272,1482.703052,201.9615821,0.031292821,0.999001097
429,2004147A,1512004A,A,8/17/2004 0:00,230,2004,Langlade,45.12569,-89.16853,R4,0,0,0,329460.8727,4999200.702,125.6708481,7557.191827,0.040882134,118.3107713,-0.033147644,294.7479475,2,0.860596552,176.4371762,206.5293594,3841.431337,212.6280193,353.4444444,8563.666667,3688.061225,6833.205882,112608.056,654.0208876,493.4906254,1009.249856,208.9766846,0.034625941,0.998642449
430,2004148A,1522004A,A,8/17/2004 0:00,230,2004,Langlade,45.18873,-89.22074,R4,14.4,65,26.1,325547.4987,5006315.325,421.3968681,7854.366774,0.045314868,121.6751892,-0.04271057,290.1438639,2,0.896388166,168.4686747,205.9095265,4137.881821,211.0217391,353.5555556,7286.555556,3995.530311,7401.27027,123532.6557,637.6847873,477.2499219,984.9159004,209.1651091,0.034832798,0.998601253
431,2004149A,1532004A,A,8/17/2004 0:00,230,2004,Langlade,45.20405,-89.09275,R4,0,0,0,335645.9852,5007748.609,-258.2090561,10560.34358,0.024601151,152.2908447,-0.032517381,280.6142963,2,0.902410895,128.3234516,216.4525705,5151.067261,211.2657005,362.4444444,7284,3350.409388,7228.470588,101457.0578,634.389974,536.6215332,979.5059801,209.0941244,0.034717029,0.998619144
432,2004150A,1542004A,A,8/17/2004 0:00,230,2004,Lincoln,45.1497,-89.87886,R3,0,0,0,273693.7895,5003612.8,907.1950156,7864.7057,0.046202653,122.9768867,-0.037831807,297.7312973,2,0.887491949,174.7544106,210.354092,4385.950358,221.6425121,379.2222222,7310.444444,4597.918149,8359.378378,137341.2889,694.8310004,545.631053,1067.594056,208.7613071,0.034756092,0.998730019
440,2004158A,1642004A,A,8/16/2004 0:00,229,2004,Marathon,44.95556,-89.77835,R3,6.9,25,14.5,280854.0669,4981769.365,854.3702362,6880.776482,0.055852597,114.4778107,-0.040888234,313.4653894,2,0.905066513,198.9875787,213.9716001,3867.573359,210.910628,356.6666667,7305.666667,4522.273598,8020.594595,122398.2341,709.1352539,575.2213382,1095.136888,208.5840796,0.034460528,0.998767815
441,2004159A,1652004A,A,8/16/2004 0:00,229,2004,Marathon,44.9588,-89.87523,R4,9.6,20,12.9,273225.2891,4982395.883,732.5982222,6482.411159,0.055608899,113.3493457,-0.043946151,317.1212778,2,0.891156271,203.7719321,215.2353118,3607.504691,212.0217391,363,6938.888889,4275.678327,7863.27027,113488.149,719.6937391,591.279498,1110.731268,208.4269873,0.034312693,0.998783242
442,2004160A,1662004A,A,8/16/2004 0:00,229,2004,Marathon,44.97313,-90.00023,R4,0,0,0,263425.2486,4984345.261,357.6281749,7001.378834,0.054477038,110.5923751,-0.082050367,320.0882911,1,0.900049202,209.495916,215.3403331,3679.503504,210.5338164,362.5555556,6942.333333,4337.030819,8293.405405,112162.2362,712.6281467,586.6132388,1099.87721,208.5376809,0.034424852,0.998773404
443,2004161A,1672004A,A,8/16/2004 0:00,229,2004,Marathon,44.85972,-90.08739,R4,0,0,0,256072.6856,4972005.259,406.3433724,7204.266833,0.059073256,111.0317066,-0.036865999,319.2167137,1,0.919241637,208.1850071,215.1242101,3805.305103,210.0628019,362.7777778,6927.555556,4391.699017,7965.606061,115493.4521,728.5531141,598.044164,1123.600201,208.3149144,0.034129033,0.998814508
444,2004162A,1682004A,A,8/16/2004 0:00,229,2004,Marathon,44.72652,-90.02701,R4,11.1,15,20,260291.9181,4957029.074,141.1168384,8028.962418,0.04789074,114.7574131,-0.026274609,330.2374494,2,0.952672005,215.4800363,222.4974313,4085.039628,214.5362319,363.6666667,6898.888889,4561.128189,8453.189189,114878.4643,745.5743273,649.0941125,1149.126771,208.1967222,0.033883328,0.998849182
445,2004163A,1692004A,A,8/17/2004 0:00,230,2004,Marathon,45.02978,-89.31495,R4,0,0,0,317641.0483,4988865.616,489.896402,8324.570321,0.048195432,119.407142,-0.035409861,294.2542061,2,0.917652473,174.8470641,206.830674,4407.233361,222.1980676,372.6666667,7395.333333,4393.871931,8155.702703,133753.5953,673.7953559,508.6005839,1039.44921,208.9196393,0.034532846,0.998663254
446,2004164A,1702004A,A,8/24/2004 0:00,237,2004,Marinette,45.06262,-88.04463,R4,51,95,67.9,417756.9104,4990437.48,459.2375794,7807.510473,0.047861243,118.6998511,-0.021812517,307.1146807,2,0.878264718,188.4148295,212.9072659,4133.374026,221.0748792,379,7653.555556,4214.184285,7341.675676,120130.9906,779.5295139,594.8767011,1157.385307,210.6945874,0.033961026,0.998907614
448,2004166A,1722004A,A,8/24/2004 0:00,237,2004,Marinette,45.10676,-87.87632,R4,37,70,53.5,431060.9678,4995183.69,518.4957751,8021.421536,0.043514904,119.9433641,-0.024474436,313.0179442,2,0.874337599,193.0745801,216.4806542,4269.958655,224.3285024,393.4444444,7531.111111,4505.2394,8071.864865,126961.1598,769.3702799,605.1819131,1147.578437,211.3860395,0.034186922,0.998931356
451,2004169A,1752004A,A,8/10/2004 0:00,223,2004,Marquette,43.87925,-89.47845,R3,27.7,95,30,300887.3963,4861447.525,970.5813307,7495.746347,0.031336603,118.5331395,-0.026310046,311.8034039,2,0.857270524,193.2702644,215.1682717,4233.163839,247.6497585,417.6666667,7305.666667,4723.092153,8106.135135,126406.5363,839.1758898,725.0655914,1328.372349,206.3472071,0.032042427,0.998993275
454,2004172A,1822004A,A,8/18/2004 0:00,231,2004,Oconto,44.89946,-88.24671,R4,8.3,45,16.4,401568.4516,4972537.747,574.4933789,7853.633245,0.046130348,118.0293979,-0.019586421,319.9746343,2,0.895762719,201.9452364,219.0020161,4214.063312,223.2246377,385,8384,4507.263531,7856.459459,124730.0143,748.7247721,629.6007911,1156.96147,210.0297966,0.033956555,0.998899277
456,2004174A,1842004A,A,8/18/2004 0:00,231,2004,Outagamie,44.31802,-88.24113,R4,4.1,85,4.82,401026.3548,4907944.593,705.5233184,5703.759376,0.054093795,98.13740759,-0.026460887,351.4729942,2,0.91283004,253.3355866,224.8052009,3204.641347,227.5386473,379.4444444,7654.333333,4320.676356,6759.108108,118418.0854,819.1821832,704.4397068,1266.383778,209.8355596,0.033516445,0.998963333
457,2004175A,1852004A,A,8/18/2004 0:00,231,2004,Outagamie,44.40908,-88.25093,R3,11.05,75,14.73,400399.283,4918071.006,-367.4505479,10296.91889,0.021822096,120.6075553,-0.016497845,317.3821928,2,0.890938118,196.7746375,218.994874,4964.734173,228.057971,379.7777778,7812.222222,4432.925731,8207.567568,120931.1242,795.7022027,671.0551253,1227.263592,209.6972681,0.03370927,0.998941566
458,2004176A,1862004A,A,8/18/2004 0:00,231,2004,Outagamie,44.3286,-88.39526,R4,2.8,60,4.67,388755.232,4909317.362,500.1749771,6811.694298,0.03569093,106.3287434,-0.02538593,323.8191362,2,0.870077863,217.4903929,215.0739398,3655.934637,228.5241546,379.5555556,7787.444444,4296.406134,7379.166667,121338.4119,819.9233941,664.3970381,1261.257969,209.2614628,0.033425563,0.998941116
459,2004177A,1882004A,A,7/28/2004 0:00,210,2004,Ozaukee,43.52806,-87.96598,R2,0,0,0,421941.9747,4819910.878,-1034.035447,12642.39082,0.019417723,122.1628757,-0.015104617,299.8569384,3,0.917275339,177.6940627,211.0099071,5804.177688,234.5386473,445.5555556,6628.444444,4238.416575,6411,96407.09408,655.5294054,662.2096571,1302.739617,209.8359676,0.032545426,0.99913267
460,2004178A,1892004A,A,7/28/2004 0:00,210,2004,Ozaukee,43.45588,-87.86112,V6,0,0,0,430332.5153,4811801.615,-788.2842083,27244.10635,0.015310135,195.296442,-0.01719803,268.6112978,2,0.899410233,73.31485582,231.9538699,13227.91107,237.4468599,454.1111111,6822.555556,4049.197408,7019.72973,89690.38783,664.0730794,860.0466985,1326.868236,210.1599017,0.032451766,0.999198339
461,2004179A,1902004A,A,7/28/2004 0:00,210,2004,Ozaukee,43.29711,-88.00424,R1R2,0.05,5,1,418541.2942,4794298.805,-255.8488689,7736.354088,0.034653598,85.58906818,-0.016752063,346.7921593,2,0.862684757,261.2030911,216.1906137,3740.25261,241.3913043,455.6666667,6893.333333,4518.723196,6968.243243,108485.5967,683.9281141,710.150733,1344.819671,209.0131867,0.032022327,0.999120574
463,2004181A,1922004A,A,8/18/2004 0:00,231,2004,Pepin,44.65422,-91.70346,R3,0,0,0,127067.1743,4955310.335,884.8863086,7711.847014,0.043258617,126.524728,-0.036977108,315.4951626,2,0.892064855,188.9704346,221.0099453,4298.366661,239.3285024,392,8167.555556,4759.190524,8459.891892,131625.5209,924.4944661,801.7494964,1392.794955,205.929373,0.031802458,0.998881518
464,2004182A,1932004A,A,8/18/2004 0:00,231,2004,Pepin,44.64916,-91.09046,R2,19.65,70,28.07,175644.1711,4952121.47,869.3070182,6934.962691,0.04748603,117.1242825,-0.039393118,322.6160327,2,0.879536785,205.4917501,219.8701576,3902.134855,229.9130435,384,8258.222222,4658.08973,8145.27027,127836.5871,840.0597331,713.6380869,1266.537893,206.4930435,0.032594417,0.99888563
465,2004183A,1942004A,A,8/18/2004 0:00,231,2004,Pierce,44.63994,-92.13514,R4,3.5,20,17.5,92738.48646,4955794.616,646.1494834,9847.562708,0.03206055,140.4666161,-0.027997316,294.0371095,2,0.897190131,153.5704934,217.2518628,5246.856096,239.6690821,394.2222222,7980.888889,4625.394099,8649.054054,131007.9123,885.3618164,752.696655,1340.031119,206.2063877,0.031695926,0.998825951
469,2004187A,1982004A,A,8/24/2004 0:00,237,2004,Polk,45.58249,-92.36687,R3,0,0,0,81328.61326,5061686.847,189.0558021,8604.146821,0.041782027,124.9860734,-0.040141596,312.7310051,2,0.957982507,187.7449318,218.8585392,4396.601312,238.1135266,378.1111111,8346.444444,4508.880151,8372.324324,125966.0004,796.484809,647.2084176,1166.901402,208.4015112,0.0333798,0.998763774
470,2004188A,1992004A,A,8/24/2004 0:00,237,2004,Polk,45.56854,-92.19752,R4,6.15,70,8.79,94438.20438,5059264.788,148.2984853,8523.390976,0.043970204,123.2068884,-0.043465625,314.3012004,2,0.962521501,191.094312,218.7540444,4335.844731,233.1980676,371.5555556,8397,4516.72768,8437.324324,125768.9494,797.6110026,644.5271141,1169.129079,208.4231846,0.033352414,0.998769368
471,2004189A,2002004A,A,8/12/2004 0:00,225,2004,Portage,44.40568,-89.23377,R4,22.2,90,31,322133.2586,4919359.184,534.7436314,11024.79825,0.02845491,144.3160027,-0.023275402,284.266474,2,0.931192584,139.9504713,214.2912383,5779.770939,229.7560386,394.7777778,7808.222222,4532.50262,8548.972973,120337.116,762.2431641,649.5908851,1210.041334,208.0398265,0.03322389,0.99888927
472,2004190A,2012004A,A,8/12/2004 0:00,225,2004,Portage,44.50294,-89.64799,R4,11.8,50,14.9,289499.925,4931146.556,1389.218646,7463.819794,0.05624978,116.6437217,-0.026202077,310.0284473,1,0.905851334,193.3847256,213.3360845,4426.51922,229.2584541,386.5555556,7430.222222,5146.916279,8536.314286,139681.4732,761.8655056,639.1570541,1209.238164,208.038484,0.033318044,0.998879257
476,2004194A,2052004A,A,7/26/2004 0:00,208,2004,Racine,42.78727,-87.97275,R2,24,35,38.1,420439.4707,4737650.724,-940.6177735,10387.55862,0.021901864,98.94770821,-0.014661185,308.8751605,2,0.874325037,209.9274523,203.9114343,4723.470426,249.1835749,475.5555556,6757,4176.74111,6608.243243,101348.064,739.6464844,711.0899516,1464.550012,207.5846649,0.03138869,0.999147233
480,2004198A,2092004A,A,7/28/2004 0:00,210,2004,Richland,43.47819,-90.2146,R2,0,0,0,240016.8636,4818940.241,1324.616173,7381.835542,0.048877571,109.8309112,-0.024825939,319.7538894,2,0.890226342,209.9229782,214.7924003,4353.225858,244.736715,418.5555556,7319.777778,5306.897527,8476.6,126682.9769,734.5353733,739.061847,1341.267174,203.9957094,0.032139028,0.999025318
481,2004199A,2102004A,A,7/28/2004 0:00,210,2004,Richland,43.40081,-90.36987,R2,0,0,0,227110.5569,4810842.908,1616.791852,6423.217706,0.047869131,109.4945177,-0.028576757,325.3400158,2,0.887540303,215.8454981,217.4172668,4020.004779,253.4371981,433.8888889,7257.666667,5212.452833,8319.081081,122422.8475,769.9345703,786.2623404,1407.317357,203.9262688,0.031779346,0.999023395
497,2004215A,2262004A,A,8/23/2004 0:00,236,2004,Rusk,45.42188,-91.11962,R4,0.35,35,2.33,177706.3435,5038077.837,622.2884031,7727.030589,0.043529199,126.6747905,-0.042349456,302.3831823,2,0.93882449,175.7083918,214.5289864,4174.659496,228.031401,377,8735,4276.384914,8322.081081,123454.625,761.4406467,602.5779016,1125.041489,208.0846553,0.033471089,0.998690681
498,2004216A,2272004A,A,8/23/2004 0:00,236,2004,Rusk,45.47884,-90.92454,R4,0.1,10,1,193277.2096,5043641.277,484.285855,7684.167249,0.044909534,125.2355845,-0.045849347,303.2310622,2,0.928386256,177.9954777,214.2333233,4084.226552,228.2487923,386.7777778,7923.333333,4173.648641,8264.702703,122288.0537,729.2161458,572.6860565,1080.643797,208.5871929,0.033860984,0.998650351
499,2004217A,2282004A,A,8/23/2004 0:00,236,2004,Rusk,45.40157,-91.40019,R4,3.85,45,8.56,155633.2496,5036986.157,397.3211815,7831.860797,0.055518083,113.4684673,-0.055263765,314.2574872,2,0.958668835,200.7890199,213.8629773,4114.590989,225.1062802,377,7904.666667,4647.424373,8448.27027,133167.974,720.7372504,558.3471751,1060.119801,208.2134373,0.034241283,0.998714273
501,2004219A,2332004A,A,7/27/2004 0:00,209,2004,Sauk,43.32755,-90.05721,R4,0.15,5,0,252132.5628,4801729.506,1192.810419,7769.0058,0.037513838,109.1886966,-0.021049774,319.8715122,2,0.859398216,210.6828155,214.5301044,4480.90811,253.0845411,446,6682.888889,5305.786738,8619.135135,126014.1494,746.1928168,756.5689339,1370.74548,203.2309089,0.032054309,0.999125986
504,2004222A,2362004A,A,7/27/2004 0:00,209,2004,Sauk,43.44117,-89.76876,R2,1.4,10,14,275939.3696,4813531.914,1074.127909,10992.49874,0.026140342,146.054689,-0.022233292,280.9883683,2,0.909666128,134.9336792,213.5215287,6033.313323,244.6207729,418.6666667,7527.222222,4895.172088,8250.621622,114665.8036,765.6152344,791.3720688,1413.919719,203.5529134,0.031784558,0.999134074
508,2004226A,2402004A,A,8/18/2004 0:00,231,2004,Shawano,44.8376,-88.37131,R3,0,0,0,391614.8427,4965824.706,543.6412945,7396.822677,0.046266016,115.8653622,-0.023684155,329.1336403,2,0.931311779,213.2682781,222.4995013,3970.231986,224.7270531,382.6666667,8332,4527.031161,7907.621622,123325.1091,758.4810655,653.532147,1168.02541,209.5786879,0.033799031,0.998892738
509,2004227A,2412004A,A,8/16/2004 0:00,229,2004,Sheboygan,43.59778,-87.86025,R2,0.9,20,3.6,430565.8679,4827560.192,-2152.284637,49978.24685,0.012245539,197.6495117,-0.012240785,254.1635344,2,0.895902574,56.51402276,225.9065231,23912.98111,238.5458937,400.1111111,7341.111111,3880.037014,6501.432432,95182.0802,808.3874783,783.0128152,1287.815455,210.4509119,0.032834175,0.999172693
515,2004233A,2472004A,A,8/16/2004 0:00,229,2004,Sheboygan,43.75699,-87.77947,R2,1.35,25,1.8,437252.0943,4845178.031,-631.1752912,8582.075846,0.028621465,94.71448251,-0.016043173,336.4148762,2,0.926020809,241.7003937,215.5646793,3975.450278,233.4710145,391.7777778,7722.222222,4252.030148,6927.805556,112605.2787,788.4651693,654.3056831,1265.644892,211.4650111,0.033440812,0.99920182
518,2004236A,2502004A,A,8/18/2004 0:00,231,2004,St Croix,45.0968,-92.67564,R4,5.15,45,11.44,53428.94417,5009395.954,349.2246532,9228.664421,0.035466113,120.8774552,-0.01832231,309.960405,2,0.950178478,189.0829499,215.4189301,4788.944537,253.0628019,397.7777778,8016.666667,4661.426416,7664.486486,129906.1827,944.5010851,780.3237822,1433.429899,206.9426051,0.031879587,0.998850434
519,2004237A,2512004A,A,8/23/2004 0:00,236,2004,St Croix,44.88755,-92.39981,R4,95.15,95,100.16,73578.03876,4984660.602,381.3833605,12299.36392,0.0299788,143.5912637,-0.020585339,270.5001633,2,0.929071128,126.9088996,207.0457135,6340.373638,232.7125604,377.2222222,8889.444444,4399.8532,8270.621622,127274.6526,884.1662326,651.8866309,1300.184541,207.1284512,0.032204354,0.99879386
520,2004238A,2522004A,A,8/23/2004 0:00,236,2004,St Croix,45.00682,-92.40248,R3,2.4,25,9.6,74252.39535,4997924.009,451.4148913,9446.884059,0.028930879,138.7881254,-0.031001827,299.3186464,2,0.909630142,160.530521,219.0533859,4949.149475,237.5072464,374.4444444,8168.555556,4457.869035,8055.486486,125582.0837,879.9324002,732.3384053,1295.431662,207.4150208,0.032458648,0.998789238
522,2004240A,2542004A,A,8/16/2004 0:00,229,2004,Taylor,45.04553,-90.43122,R4,0,0,0,229781.7154,4993737.525,294.9414268,7399.157899,0.051189749,114.4628036,-0.052718756,319.1692788,2,0.927105114,204.7064752,216.8160412,3847.049663,225.7608696,392.5555556,7899.222222,4377.498931,8348.081081,113895.9778,710.8676758,592.2879154,1096.18969,208.1402469,0.034129456,0.998746312
523,2004241A,2552004A,A,8/16/2004 0:00,229,2004,Taylor,45.12084,-90.23688,R4,15.6,35,18.4,245421.5713,5001472.649,438.5632918,7168.599754,0.05098043,115.5211958,-0.058889066,313.9730843,2,0.941107582,198.4518885,214.7471401,3803.581523,213.8937198,373.6666667,7372.444444,4287.631884,8312.891892,114337.9552,690.433214,567.2542093,1066.110826,208.6462463,0.034566149,0.998727583
527,2004245A,2592004A,A,8/17/2004 0:00,230,2004,Trempealeau,44.28981,-91.46503,R4,35.4,70,50.57,143758.0501,4913765.07,1028.319421,8992.807949,0.037202178,128.6079122,-0.02013452,303.3283376,2,0.907011651,174.7204254,215.9681249,5010.563685,244.0362319,409.4444444,7414.666667,4987.840447,8402.27027,139695.147,903.1158312,762.9177407,1367.82226,205.2011917,0.031518723,0.998880482
528,2004246A,2602004A,A,8/9/2004 0:00,222,2004,Vernon,43.56033,-90.91932,R3,0.9,15,3.6,183448.1844,4830508.546,1174.183747,13544.32014,0.021890653,173.4341367,-0.024276288,275.3839081,2,0.874112755,101.9497715,224.4090224,7359.251943,248.0628019,395,8116.333333,4755.600624,8315.8,125774.953,870.0100369,856.4729296,1385.131186,205.2794229,0.031524045,0.998882119
529,2004247A,2612004A,A,8/9/2004 0:00,222,2004,Vernon,43.55674,-91.12484,R3,7.65,75,10.2,166827.7129,4830914.179,2047.152553,7066.134632,0.05075995,120.3173008,-0.034380713,297.6711159,3,0.878439672,177.3538151,208.9942083,4556.643593,256.7246377,405.5555556,8197.777778,5399.409233,8636.540541,151313.6625,900.7406684,749.1015423,1437.924289,205.2856821,0.031254224,0.998873816
530,2004248A,2622004A,A,8/10/2004 0:00,223,2004,Vernon,43.4663,-91.10277,R2,1.4,20,7,168114.4019,4820780.36,1505.549375,6936.460588,0.042079576,114.9253569,-0.031107228,314.4003512,2,0.873981878,199.4749943,214.6628541,4221.004982,260.8888889,408.2222222,8506.333333,5148.40185,8380.27027,138796.0527,921.9185113,795.1643294,1458.123451,205.1750433,0.031156352,0.998867688
536,2004254A,2692004A,A,7/21/2004 0:00,203,2004,Walworth,42.59688,-88.3726,R2,0,0,0,387392.1116,4716963.622,-312.4380353,16466.72208,0.018342242,152.9751746,-0.018945745,266.9892299,3,0.898921549,114.0140553,209.9822022,8077.142022,256.6884058,425.7777778,7343.222222,4374.728744,6086.945946,98618.65734,710.1022135,765.1959416,1443.951219,204.9970435,0.030737189,0.998966925
541,2004259A,2742004A,A,7/22/2004 0:00,204,2004,Washington,43.25224,-88.26193,R2,0,0,0,397563.395,4789599.273,-285.6840267,9290.093542,0.03053882,98.73487956,-0.018588719,314.2807371,2,0.880282097,215.5458575,206.5078083,4502.204758,244.4299517,458.4444444,7022.777778,4677.088888,7770.121212,107060.153,627.2830946,646.5491154,1301.266486,207.6478163,0.031614359,0.998920294
545,2004263A,2782004A,A,7/22/2004 0:00,204,2004,Washington,43.3846,-88.38604,R2,0,0,0,387732.7069,4804458.256,-517.8348582,10528.90784,0.023156169,115.8356212,-0.021561524,310.1865361,2,0.890882336,194.3509149,213.0110787,5005.536493,237.6328502,457.6666667,6682.222222,4617.131374,7853.486486,98578.55191,622.28852,680.2389491,1287.458833,207.5613964,0.031871579,0.998877275
546,2004264A,2792004A,A,8/24/2004 0:00,237,2004,Washburn,45.75301,-91.78214,R3,0.01,10,1,128074.8212,5077737.064,481.1571938,8766.048898,0.042175075,128.5120162,-0.038801103,303.7630686,2,0.959212944,175.2510525,216.1375424,4623.603046,230.0603865,366,8146.666667,4599.276618,8624.459459,131376.1896,757.4379883,604.9655949,1114.295814,208.7019766,0.033440423,0.998697999
547,2004265A,2802004A,A,8/24/2004 0:00,237,2004,Washburn,45.69308,-91.98069,R3,1.7,35,4.86,112218.4411,5072024.054,84.68808435,8612.771982,0.042224935,124.3442863,-0.044739799,316.5169555,2,0.971282281,192.1726691,220.4306209,4348.730033,226.5241546,368.1111111,8056.111111,4523.464347,8372.621622,124139.1712,775.0678168,636.6463067,1137.508948,208.5981956,0.033486703,0.998737712
549,2004267A,2822004A,A,7/22/2004 0:00,204,2004,Waukesha,43.02472,-88.50347,R2,2.35,5,47,377502.7827,4764656.658,459.2795851,11068.73059,0.023917169,129.7693191,-0.021372015,282.9454194,2,0.870434687,153.1761003,206.3573692,5764.005088,251.1811594,436.2222222,6375.111111,4798.170682,7550.540541,109814.7136,700.4903429,718.1698577,1432.276068,206.5684125,0.031082306,0.999002369
557,2004275A,2902004A,A,8/12/2004 0:00,225,2004,Waupaca,44.36628,-89.99728,R4,15,85,25,261176.4664,4916926.062,789.4781911,6869.720983,0.044252933,105.5244988,-0.025682757,332.3827904,2,0.944838084,226.8582915,218.9536446,3829.599587,240.7463768,404.7777778,8154.333333,4759.98899,7793.756757,126133.9297,787.6981337,685.5111014,1244.597375,207.3033458,0.032711468,0.998941097
559,2004277A,2922004A,A,8/12/2004 0:00,225,2004,Waushara,44.1339,-89.48302,R4,14,80,21.1,301372.3641,4889742.955,-462.755553,12976.00294,0.017109389,131.0291205,-0.012962052,309.9952436,2,0.907700449,178.9661231,220.5121821,6256.623694,238.4323671,407,7878.111111,4648.719679,7417.405405,117510.4566,804.6924371,724.6272279,1272.040642,207.2273402,0.032558435,0.998942244
560,2004278A,2932004A,A,8/12/2004 0:00,225,2004,Waushara,44.15175,-89.25698,R4,16.1,80,22,319509.0235,4891204.481,1086.380957,7248.636309,0.035316993,107.3696087,-0.019979637,321.7891011,2,0.892251499,214.4194923,214.5793549,4167.508633,246.7294686,413.5555556,7593.333333,4953.487542,7803.513514,134863.9675,777.7859158,655.8086033,1232.739609,207.6201077,0.03291626,0.998900539
561,2004279A,2942004A,A,8/12/2004 0:00,225,2004,Waushara,44.17807,-89.03677,R4,13.1,75,20,337191.9243,4893668.074,1031.613092,10546.70021,0.033110036,121.6584769,-0.015651943,277.6713006,2,0.929267094,156.0128236,199.6648887,5789.156652,245.5628019,415.4444444,7987.111111,5096.250709,8216.756757,140030.6137,809.211697,588.5925713,1287.91219,207.9257489,0.032650181,0.998932813
563,2004281A,2962004A,A,8/10/2004 0:00,223,2004,Winnebago,43.97938,-88.7697,R3,7.85,80,9.8,358065.9054,4871104.975,1074.522659,7121.719783,0.035588091,122.3509116,-0.028400833,301.8918127,2,0.854921475,179.540901,212.1213622,4098.121221,237.4782609,394.7777778,8026.333333,4438.19607,7679.432432,120639.1003,831.1463216,699.1103795,1340.841791,208.2372738,0.032516392,0.99894413
566,2004284A,2992004A,A,8/10/2004 0:00,223,2004,Winnebago,44.2137,-88.54264,R3,1.65,35,4.7,376764.5623,4896765.502,602.3984603,7658.367678,0.029336107,121.1295195,-0.021015936,303.4913862,2,0.866758227,182.3618667,212.3104529,4130.383069,234.2415459,390.2222222,7715.222222,4141.190483,7095.424242,111061.0055,801.9521484,673.9142009,1303.436812,209.09503,0.033017852,0.998933071
567,2004285A,3002004A,A,8/10/2004 0:00,223,2004,Winnebago,44.19854,-88.6851,R4,0.15,15,1,365349.3627,4895305.231,816.194116,6924.54541,0.040605821,110.958383,-0.02437039,314.1913589,2,0.899120346,203.2329759,212.5748709,3870.369763,230.2149758,397.6666667,7615.555556,4439.85072,6990.918919,120554.6172,803.9706489,675.8392473,1299.784948,208.6541752,0.032913695,0.9989406
570,2004288A,3032004A,A,8/16/2004 0:00,229,2004,Wood,44.64243,-90.02411,R4,7.7,25,10.6,260174.5519,4947679.561,187.4812685,7621.79297,0.056868141,111.4308484,-0.033911485,331.6173289,2,0.956639409,220.1864805,221.5240887,3904.637119,221.7318841,378.4444444,7453.444444,4576.992286,8233.486486,115524.5911,763.9676649,659.8226753,1177.908853,207.9083375,0.033487715,0.998873811
571,2004289A,3042004A,A,8/16/2004 0:00,229,2004,Wood,44.60023,-90.24014,R4,0,0,0,242855.7656,4943650.642,411.0674433,7264.301267,0.059023977,111.5332898,-0.031466053,334.6970917,2,0.942536864,223.1638019,223.1151908,3837.684355,226.0869565,379.4444444,7269.777778,4611.772811,8265.432432,116340.6304,760.7418077,665.7510369,1170.949955,207.7889612,0.033444002,0.998902663
